age,income,family_size,spend_cat_A,spend_cat_B,spend_cat_C,persona
26,49967,1,0.07328981158700254,0.5440419822621522,0.3258718782491342,4
37,111331,1,0.40275569473607553,0.02108109952099324,0.7105635088202994,1
49,48798,2,0.7328535148926061,0.06428149150332318,0.6274621905988222,3
19,81788,2,0.4973440348141035,0.855739335195612,0.1895446351217961,4
49,128262,2,0.6273623041683446,0.5223197373966306,0.24211229214408736,0
26,119371,2,0.8433190649535175,0.9355311094229043,0.7045441341513125,2
47,51461,4,0.0403355836868432,0.003275609357907161,0.6751619566758406,3
37,119031,3,0.9238165834316617,0.00015119030072885398,0.3122440160382606,3
55,102163,3,0.3308973903725102,0.7395966045933604,0.4782411031010384,0
18,83496,2,0.04678735748041085,0.4762527204847523,0.4671954438695154,4
22,111897,1,0.8354285361444854,0.9137983463920081,0.12444226636576983,4
52,86247,5,0.9341540259571847,0.7865839592313975,0.6210577347564504,0
53,31085,2,0.7686220118713706,0.5039626631646732,0.26443723461122837,0
18,113262,2,0.8045154432304898,0.4785240018717324,0.459896585177033,1
31,93460,1,0.8713083535920365,0.8111804263457169,0.0717607846165832,2
26,101085,5,0.5223635314215723,0.8037063723219054,0.6140424617904661,2
47,147061,4,0.6804628798463545,0.27694480972124014,0.8395989948477937,0
41,78852,4,0.2864515819166673,0.6746368598282019,0.5695929492304153,3
21,93998,5,0.2497005149310888,0.64320225364577,0.5968080880579897,2
31,128293,5,0.6089426466358773,0.8560844984455585,0.6733075270482861,2
42,22560,4,0.7346077663370156,0.8685795707982858,0.19633673950694042,0
21,107059,2,0.397140557772233,0.2682806417908603,0.06879024683697799,1
42,39944,2,0.40029108043096107,0.8797424540950006,0.8539996817003698,2
27,138691,1,0.9542335679598002,0.9245711215444203,0.8466078313698695,4
52,87713,5,0.5184603937724542,0.10963666554068752,0.544643129132041,0
24,135525,2,0.9862842758127018,0.5737461643952316,0.19707023070631824,3
59,80161,2,0.8628426666660123,0.4364636808648672,0.8172443327217844,0
30,40098,1,0.6396576506014364,0.40198470323538915,0.22024498205637855,1
21,121382,5,0.009135592926425185,0.7048293943046253,0.8609154942194233,4
53,47475,1,0.2959251616681222,0.1295683601984864,0.4237682122954808,3
31,62736,1,0.41764378444620265,0.8199458090392607,0.05748950205677916,2
35,117983,4,0.6528149097351852,0.026599427601037506,0.8168738730314263,3
25,41416,1,0.3955230730889452,0.5783008620511267,0.5606273077224919,4
49,148309,5,0.8278238850419037,0.22535999946186924,0.3183581094807224,0
44,99656,2,0.6629052715368992,0.6674689191948928,0.45293199339465917,0
59,136338,2,0.34716008526560727,0.5254318938040661,0.8861998524874527,0
54,22948,4,0.7844340473432209,0.9997522309574156,0.20315589146989588,0
40,22520,5,0.3030903143698326,0.8623225414030845,0.10378917491756245,2
24,92805,2,0.06278660723658891,0.33663274193534476,0.7847900866057899,4
29,112497,1,0.17255628639716847,0.5284824290976942,0.6216847428598831,4
42,147294,3,0.0027404927727919803,0.31781205087314923,0.8699694541582406,3
20,82976,3,0.8323502802445231,0.7287934916541754,0.3134075809835155,2
43,33336,3,0.6271084959095777,0.42241313660564783,0.5612519680276603,3
21,80112,3,0.5705693107532175,0.11543776303298037,0.042421106032461964,1
59,142285,1,0.6620482545541633,0.660803875832,0.8466776951185544,0
53,130734,2,0.6535983250015663,0.011065047882039991,0.19118366452073943,0
32,34020,4,0.5654999408556949,0.2972900769812118,0.11461880260564039,2
49,112816,1,0.8424100456686686,0.9071430684415634,0.4845522514943499,0
46,144052,2,0.4409470100363204,0.0941743111910529,0.7449137212594772,3
27,148692,5,0.8048094470977232,0.5044257404622082,0.20976743322841696,3
38,84566,2,0.7866336846822435,0.7950884851701155,0.23347222420307523,3
33,129014,2,0.19950483585435608,0.9045021212903779,0.31559410584183356,2
36,36746,2,0.4537633796148256,0.559838296035744,0.8110917109606997,1
46,143529,1,0.8349322239618608,0.15318140050314355,0.7473543941830184,3
35,87792,2,0.8308551918624829,0.9408574188305897,0.26985482489935975,2
33,125656,2,0.024006562207835036,0.749258845816954,0.2551335585708878,2
18,113248,5,0.2230501224295871,0.3956703575884991,0.9064372410570274,4
19,98372,5,0.42387439665412163,0.2769807412721368,0.6148168529676623,1
32,45711,3,0.047154353334109333,0.0477164894087565,0.22498164945220422,1
56,24358,1,0.2606246228946937,0.19143116564577012,0.14038316900123393,3
45,31339,2,0.2582998388817572,0.7776770633924739,0.06615441875791084,2
18,52039,3,0.21456838198748696,0.10862763225384708,0.24635137764185033,4
22,139985,3,0.3966589786818059,0.12941253469980973,0.7200304793158081,1
59,41245,1,0.8130107739176442,0.19593270194196022,0.3716561275682818,0
39,149024,3,0.244113641240579,0.39534172985244953,0.9650261869158892,3
53,132787,3,0.5820673119912659,0.18907114561022753,0.3242574995827111,0
30,37259,1,0.5575780602829632,0.9043035038887705,0.15020091245507194,4
18,81086,4,0.8179240829041657,0.25765534886755737,0.17659388216357763,1
33,75107,3,0.3939994055328485,0.9194876124640977,0.48845376177369704,2
58,92665,5,0.223568618134519,0.9849430208509203,0.9374581255505957,0
39,73003,3,0.8915206489847922,0.75480335642126,0.9002799849739376,3
49,68789,1,0.8329470630867815,0.007437059562940496,0.18331622618774202,3
33,127648,1,0.6215036796072451,0.24002011756654384,0.7544834033106464,1
32,60573,4,0.09323937612344046,0.26733341374587327,0.7523792406667716,1
59,75808,4,0.016117829213234236,0.5427545883895007,0.16530212543818645,0
29,136610,5,0.18262462114132938,0.1583937029844661,0.29819594742096744,2
18,61588,5,0.19663855843650446,0.07721515309439764,0.07603860721589506,1
34,96747,3,0.13624741748808444,0.17635774211100652,0.07485920067479213,2
58,115733,4,0.26218137130170327,0.32735196637821895,0.44210503700021864,0
45,101164,5,0.33788856125636124,0.04920997005779759,0.48402452679232855,0
24,46300,3,0.7544383997061894,0.19536423332335673,0.032744887464050354,1
26,131244,2,0.7095221386361662,0.1675199659883202,0.9662288269550454,1
39,67092,3,0.10437932169399522,0.7723593266765763,0.48630979899771865,2
43,103048,5,0.9771069735337753,0.16957400186202243,0.7878401896316849,0
29,106481,3,0.7521392541702842,0.7915395251108256,0.6349322141003978,2
24,127259,2,0.16343325942001408,0.5081821520496699,0.6193123891052813,4
32,119323,5,0.12449657092996236,0.7578541795241445,0.30313294571106675,2
55,106944,3,0.0875468862605161,0.4503569056968747,0.8871118983193579,0
38,146853,5,0.7317886666589423,0.9010551746190346,0.29973772175609326,0
31,68408,3,0.23628656047232877,0.27651868239851796,0.9515093636445651,1
19,142262,1,0.07296799518322095,0.7668068515710595,0.03941549236476416,4
25,105847,5,0.42182760942814,0.16342001311992538,0.11469911525214349,2
23,85124,5,0.7086984314004072,0.8826444415794094,0.726566950283635,2
54,55609,5,0.3045564158461538,0.028440897469789173,0.6086975201039808,0
54,31139,5,0.4826455724179819,0.45743612285330004,0.7170642274471735,0
50,58245,3,0.19267496819004215,0.4212582790901227,0.6416150720689439,3
58,127170,4,0.429148520871252,0.6237906851048259,0.5272040362432553,0
23,70160,3,0.35894223142513093,0.44093335955088087,0.0311875621492258,1
43,103146,2,0.4339184151875052,0.5889786719943285,0.8089126250859203,3
56,70787,1,0.4657115988479106,0.8617029528901157,0.5101476585770424,0
58,48952,3,0.09229884170892166,0.1420285248490737,0.10581506613770864,0
54,84403,3,0.09336835227051321,0.2441473194415833,0.19248805227632826,0
31,99104,5,0.2606105838549113,0.802819918697428,0.6620030794912053,2
54,141949,2,0.11575835411588198,0.22806397516490784,0.07701291572762148,0
25,110435,5,0.25278431364742937,0.9056539959643195,0.8694817142069479,4
56,129334,5,0.02454398358386034,0.5408113472319513,0.7907356888047822,0
30,97538,4,0.35073941075227166,0.08186432968529644,0.3063199219001874,2
30,27529,1,0.21341019954336649,0.020660267446522718,0.8835116277053671,4
57,103605,4,0.8921463498778597,0.7629045840265206,0.8851762321395955,0
45,68478,5,0.8581575947955506,0.8563508320414821,0.8378422888628038,0
35,82525,1,0.30041883993371554,0.23986459866727217,0.3076554590224153,1
36,89248,3,0.47548511451769393,0.24077990415370332,0.6558623095107433,3
55,149210,2,0.9557921054117018,0.9541021042375208,0.4514228952277415,0
49,85091,4,0.5240963736388385,0.6561871366672973,0.5388833189430926,0
39,59826,2,0.8484332703679989,0.1676141123515944,0.4096898425071286,3
19,77885,5,0.8263747768130218,0.448586941340694,0.00398809773282871,2
30,39328,1,0.9412889720977133,0.9104361156531667,0.009975079828147049,2
40,103247,3,0.3057006431589967,0.6211741953377214,0.7728486729113577,3
42,25906,1,0.04344567624703444,0.40746959975890584,0.9463838223737496,1
45,143518,2,0.10395373374655481,0.15103350002670501,0.22960576590726522,3
28,49107,2,0.5712975189119431,0.7260018443355478,0.5443205611455919,2
50,71412,3,0.5302779721607528,0.2763628891377917,0.306040368392141,0
41,103349,3,0.29845303317404537,0.5659107071042437,0.47754462103804696,3
19,145745,1,0.24871329739932568,0.6001402001974958,0.11814955799762539,4
47,29153,4,0.7093814296129476,0.5554494819227455,0.7254073907179913,0
34,66213,1,0.340502872002593,0.24649279157678772,0.5162525992045024,1
57,51679,2,0.6039517859328047,0.7082745942193351,0.30872402836030555,0
51,115124,1,0.7122935865082771,0.5660500056724631,0.663568640192577,0
55,133632,5,0.43046537729981105,0.4036829300104757,0.5112438594413966,0
39,137650,1,0.19340626547656103,0.05213085257054084,0.40428318459859924,2
22,109306,1,0.8607801610538007,0.3312637958482837,0.5331955025652617,1
57,104388,5,0.09353094924879801,0.3524475078825061,0.9536772515387447,0
33,132958,2,0.8294706829237664,0.791163365234069,0.06928073190593442,3
30,39612,3,0.8366795761476022,0.5134470674111404,0.9239792773213501,1
43,50907,1,0.570999265218749,0.9321188647048215,0.1263331799733458,2
48,115707,4,0.6294760514236286,0.7507298713185657,0.2063710110902327,0
56,149185,3,0.3580170610844092,0.5380046487133964,0.9791805458967214,0
40,143008,4,0.8415842221264224,0.16888580554745858,0.8100456795386266,3
29,73551,1,0.263703685561389,0.2210332016371953,0.35171409144881893,1
31,100984,4,0.5597760636781146,0.16007936745797635,0.4047215940812563,3
35,23966,3,0.0017948354600553218,0.44285073381290807,0.29911502634956355,2
44,127412,4,0.9398431059218522,0.7225248843988876,0.2251709144573263,0
45,74433,4,0.9482965242100742,0.7593248252233605,0.06087698571516598,0
35,41401,3,0.7104166851470645,0.09615122997039727,0.0336694169988101,3
33,41539,3,0.42323983185658176,0.4959108358558182,0.5015976288420517,2
33,54018,3,0.17861110137164293,0.4814406084751083,0.5301054885600345,2
30,79542,3,0.4924628860403375,0.43888665231617097,0.7615626530091076,1
46,90224,5,0.7914104723472372,0.30121599755578654,0.09512699090186205,0
26,83534,1,0.605273621844026,0.4758080619107331,0.514712628842743,1
43,105993,3,0.5274965714507587,0.5166067284901026,0.924461003211788,3
45,56555,2,0.8494442133266805,0.5996961664746058,0.8526592525399128,3
58,127435,4,0.313133935909371,0.37736516727919167,0.5345690760857191,0
30,116915,3,0.8599639702413139,0.9451006354152028,0.13363428603477212,2
53,30470,3,0.43945340273828093,0.3388386606575362,0.1560506190229336,0
26,58426,1,0.002413831340989603,0.8950509201298846,0.47733763706090737,4
31,94729,3,0.7319420077000686,0.8012535188291242,0.6173541116322426,2
29,72924,5,0.8778433846451944,0.46527070697693274,0.9786171041790663,3
49,120516,2,0.4843608390192714,0.4963123796693958,0.831292597293017,0
55,125171,2,0.45474786915510546,0.869861589065789,0.4143681015594133,0
20,125267,3,0.8054484255309857,0.49272500717874224,0.3501671455525799,1
33,78954,1,0.8847747469561343,0.6793795737963396,0.01348700444138795,3
37,144507,3,0.9744201057897798,0.8093028881598029,0.007715088722743846,0
49,107613,4,0.34565029112059154,0.9078812162556511,0.47443909781394356,0
40,129633,2,0.5946887667349846,0.21816416309582753,0.06928674803653423,3
34,56759,4,0.8229183448713002,0.9753657706232869,0.1563611092419005,2
33,94831,5,0.53185192352354,0.9653335698340442,0.9803784164747954,2
55,136875,2,0.46185333319268296,0.2973549685746222,0.7172437890443675,0
25,34735,2,0.5719320811917366,0.613728118653688,0.4522511491092298,1
36,67011,5,0.3568669992673016,0.0469179509555,0.857882555375195,3
47,130721,4,0.19207609409662119,0.1678273401068222,0.1774152054404965,0
51,88568,3,0.06663111340988515,0.5838171771602831,0.38931708786887786,0
31,129309,1,0.6099807644471934,0.6501062406179589,0.2947506666503148,2
39,145373,4,0.3791343614819943,0.5346029802897474,0.9954632664031353,3
34,56671,5,0.8829530032527695,0.7047221577002277,0.9011035853153272,3
32,142908,5,0.22295917910234397,0.7928907651082477,0.5260837599527831,2
49,130555,5,0.3107116500089122,0.1684578257643382,0.4240395745546107,0
30,115433,2,0.9705062362269096,0.6596172455510636,0.998109602457343,1
38,45836,3,0.5562912047150244,0.5625982367489871,0.2063303552012854,3
57,121974,2,0.3467530428493175,0.1175862429196084,0.40788527833305266,0
50,140415,2,0.860894323808494,0.22860448977814607,0.7117686827277495,0
44,106814,2,0.7433750895352864,0.41966901840110393,0.7038336348746638,3
52,148338,5,0.5731429339159299,0.8637584357941456,0.5742444012690321,0
33,107438,4,0.8890996909054295,0.21702578091808522,0.9518897946377876,3
45,80854,1,0.09396152440761396,0.1829236922016073,0.246767288393539,2
51,71488,1,0.3944939435299085,0.7209517278364723,0.5686283282793788,3
18,56091,3,0.8105501038257232,0.9757929428333368,0.8104779451690216,4
58,27120,3,0.3859429939896616,0.4473287576737668,0.23246190910324804,0
48,27859,5,0.9267365267617482,0.3501376144133159,0.8711486382146088,0
53,118403,1,0.1525211280478448,0.2539405893195755,0.639127689938392,3
50,50611,4,0.33663730623327204,0.04974086365929986,0.3810705796609437,0
50,121960,5,0.42574256214931316,0.1784141215317625,0.6476921874273777,0
56,65477,3,0.6869620862699648,0.09341506621846762,0.9280621987363916,0
35,26786,5,0.19534948209218383,0.4941015546897811,0.9881756448771474,1
40,118997,3,0.009863835379888775,0.9781975269540786,0.28143422122553496,2
40,41185,1,0.9765093141872261,0.7874024241707718,0.9090743090737863,3
32,126513,5,0.8987570988958506,0.6016900835997517,0.038586313291002816,0
43,116726,2,0.3002220853877581,0.48663826974531266,0.007273694012820187,3
47,89245,3,0.48348083988009993,0.6171819910319083,0.6016167188409431,0
42,104690,2,0.4889202103870368,0.37602664307663347,0.48164568907633565,3
33,135718,3,0.8692255556262621,0.17838529364491473,0.46918304111398856,3
56,83906,2,0.5970601411466547,0.589773653598977,0.23406628248024053,0
31,106395,1,0.82643102275787,0.5281032890016618,0.597461389145759,3
34,133147,1,0.9119941513450491,0.9445366878186461,0.01694331071897881,2
29,89745,4,0.5659531317125978,0.6498328470640565,0.4338123374393045,2
46,108915,4,0.2854824677387058,0.7734305088642885,0.3669372669171349,0
49,100382,4,0.498707805842979,0.0927017158854716,0.19305359030829172,0
41,38003,5,0.8508696087241842,0.7609370005985087,0.5107447319237104,0
30,110962,3,0.5836191743982556,0.9828488371354669,0.6902589421075129,2
37,128392,5,0.8957219067341607,0.6574955612425847,0.8129686262341338,0
32,111087,4,0.8954360092819813,0.7420837037153513,0.46224966307272397,3
21,149637,3,0.37335962004633805,0.9795212463244544,0.23988994858063384,4
51,104436,5,0.44811389559607817,0.3912747230610417,0.20989623297175075,0
45,97916,1,0.6779137602409696,0.82417851348275,0.5791849828665188,3
19,29707,3,0.11106445521298991,0.39969252823020796,0.3892531248791259,4
47,44379,4,0.465557217438756,0.4259186166667036,0.3175562601171328,0
43,70277,1,0.14938544514313934,0.6582418849306266,0.5229755091461135,2
43,110604,3,0.8479561841263664,0.2564191581887759,0.5564231676395809,0
37,92442,5,0.9427844307676558,0.9927818195261155,0.23382842650246305,0
59,101431,4,0.14154887553145856,0.32923156683057464,0.3783029838679969,0
45,74756,5,0.6673414253958895,0.1228499614898968,0.7077003778272778,0
37,104956,1,0.6365432290985148,0.32255405700893136,0.3873982848767997,3
28,137214,1,0.760074801034662,0.8559662302890301,0.44410140824784594,2
27,100748,1,0.6957796528720664,0.31392803770534894,0.6400273358059935,1
40,99859,3,0.2171290353153965,0.6113556149131265,0.19080456800613033,3
54,118470,4,0.2912126542453216,0.9353202108239846,0.8667943340391435,0
58,81579,1,0.16523221566810598,0.2599660564467252,0.33839971433668725,0
36,138877,5,0.9211439990616742,0.1313653280757877,0.6876556247739282,3
35,92884,4,0.5218234651189846,0.09684824986311891,0.2972083950848826,3
44,86111,5,0.9761611520809252,0.44036820042360103,0.648142711370842,0
23,59939,5,0.4493218514328423,0.10428670262294082,0.27734407227280444,1
27,143485,1,0.5527231712427954,0.4538084074702722,0.7480499274318813,1
19,35748,4,0.7892939219964747,0.8627169391506204,0.10485393069788396,2
41,88879,2,0.7972236598219671,0.7774838280386318,0.3074862535785755,0
55,136506,3,0.2311495922989334,0.5817008534408054,0.5675061284025514,0
45,62115,2,0.2882828661297713,0.8504225061183095,0.6331888154582743,2
45,82023,3,0.09780683754753894,0.10027004793190819,0.13816929365903574,3
56,110927,4,0.8054645015753154,0.6094176959666173,0.3195341447133022,0
19,107943,1,0.7938615216933422,0.11564137092595628,0.10178838710717852,1
22,79984,4,0.08125880815860365,0.4821394112686147,0.8343466482488987,4
28,62495,2,0.2574325906850736,0.46346237737297646,0.9836601835203098,4
27,129229,5,0.4498670100961716,0.26515536493123404,0.2838011051360405,2
19,60747,3,0.5417789435829136,0.8298546375176221,0.4831148268530845,4
32,94690,3,0.5225442190636438,0.22822766593623156,0.5065268448768094,3
56,80378,2,0.9830752876941358,0.5518942462386285,0.164450546759925,0
58,41555,1,0.7641254498058956,0.4822613450314759,0.6676116279902753,0
54,46623,4,0.1131878222218562,0.4316522112623795,0.5167815833527287,0
24,123713,2,0.2935023779410909,0.033542148177933884,0.5138529636623499,1
37,57309,4,0.3454272366468094,0.6967338593004858,0.058581353181781703,2
51,141068,1,0.31514806745077173,0.01268534332773541,0.07991935851900023,3
52,105780,5,0.7859456564753263,0.8205472041487557,0.9642913328918773,0
51,70666,4,0.36056126538904687,0.2663945867913571,0.9397107800311172,0
39,113463,1,0.49242671908850977,0.12000543154907206,0.018227976591802086,3
48,21067,2,0.5334541678426853,0.4170406753494731,0.5404590812350255,3
40,37265,5,0.2704236732883081,0.5593605497129833,0.06484899753400042,3
36,92445,5,0.3226957967803069,0.3103626585916055,0.7931471042928602,3
21,41416,5,0.7799975688207331,0.12178477294551748,0.049254985896489356,1
41,99772,3,0.8666829639064455,0.01832727395037914,0.5493131160646896,3
37,141190,1,0.03708010270671114,0.7038132429104996,0.6192706730282487,2
56,116901,4,0.60515456037533,0.8864357936624375,0.09605571642691146,0
45,72791,2,0.6334355117742867,0.10052105467975803,0.594371847937708,3
56,46125,5,0.7373092015475299,0.23063376659489943,0.9416775862667985,0
34,96465,5,0.6938467732119267,0.020229160348111397,0.09734161336537517,3
36,73709,5,0.8774244911633217,0.885066235149491,0.6846674977925478,0
52,61060,1,0.07847231225161566,0.44473854923937794,0.2712532003070369,3
49,51411,2,0.38837223852970215,0.9251952084247039,0.2736161310782729,0
56,100855,1,0.7820894481401731,0.4680993303350859,0.5441257881298442,0
52,72684,2,0.8465800119277591,0.8621831063595694,0.9278429666942624,0
47,55584,4,0.2647684382806582,0.9517564282515757,0.230722368114472,0
34,91947,3,0.585284044040142,0.3351516731220523,0.9933339126581064,3
59,51602,2,0.1807650154843048,0.6407110551843594,0.09145171344501346,0
46,134025,1,0.8508943498492497,0.6664200030428143,0.9401789375313528,3
23,135095,1,0.7304301490510385,0.021408735195126982,0.017844150443869222,1
34,92740,1,0.22206507899913808,0.43822916479627516,0.16217609105104924,2
34,38899,3,0.6237731528155892,0.8553278398717652,0.9763861351531413,2
31,110053,2,0.5093203759985385,0.9462852624718432,0.26611966448400215,2
41,120043,2,0.25882673121629507,0.8992208737255379,0.007101990536078628,2
54,89588,2,0.8931226014794093,0.9728979330775386,0.8850659133453199,0
57,69410,2,0.14783929769483395,0.6530418624530575,0.9139731848364318,3
56,77852,5,0.4674598026486827,0.2327993850775102,0.7444128655760264,0
49,58554,5,0.5827982846510048,0.5753821711322221,0.9395555546386536,0
53,32013,1,0.823545646327056,0.42114395661699633,0.26567164198274273,0
54,65364,5,0.15017991236758355,0.25865257548217835,0.6453024698248112,0
31,138371,2,0.6091746081984598,0.7727861447505168,0.7423488604679517,2
44,123024,2,0.006559743894852255,0.6291987299165052,0.9736042431571307,1
36,67213,5,0.8225813142344313,0.790104208421211,0.898143870419619,3
48,56494,4,0.23473244914228142,0.2694906678167259,0.05906335942374952,0
26,20678,1,0.7209153139510438,0.9038845456183244,0.3390496755322979,4
55,144163,3,0.6018777892948117,0.23871373991917177,0.6151216214165354,0
34,50352,1,0.05012738295770758,0.6019224137796256,0.8553862943114918,4
36,65797,1,0.1832300160713881,0.05689466339973481,0.279659797244872,1
21,29098,1,0.267740695887719,0.5409642684142519,0.008051886026511856,4
28,28459,5,0.886727687989377,0.09872340981853334,0.1869582898149591,3
39,58894,1,0.4808033886726205,0.33221489497981105,0.42533906602143956,3
21,113215,2,0.9135032181053065,0.8606892586975833,0.06114776790834475,2
34,118202,1,0.04744990054147413,0.8935273151405528,0.042327753915367916,4
25,98763,2,0.006563873716117552,0.7672985305134441,0.40161825082643365,4
51,90442,5,0.9482466207053251,0.3677037919043633,0.647875593516485,0
28,27898,5,0.7239169067007852,0.5787228149892617,0.7105052434359292,2
48,70352,1,0.7833167982136529,0.2239789663995585,0.5328029702094924,3
28,67207,2,0.9158056141016784,0.6783491951442666,0.4358733509473588,2
55,140043,2,0.9845386922984959,0.3474030184011728,0.01884982558178161,0
38,53884,2,0.0977121679119698,0.2209986019213953,0.26258973665215435,2
47,91880,2,0.158291344122106,0.5849703578998694,0.6698748425038373,3
27,140618,3,0.18857344895381145,0.11180219136755609,0.4495553347984744,1
43,127394,5,0.8184176587855336,0.6866989806168523,0.2641236284901667,0
44,47366,2,0.35554991319924756,0.18700542492868544,0.22941731708620738,3
25,131516,3,0.5932714472329357,0.5534553609831899,0.017265303245435848,2
56,132382,3,0.8552219120014807,0.3925084859521729,0.8250640256082817,0
25,30836,5,0.6831598397545032,0.566244710769925,0.8780493310537432,1
25,37442,4,0.06541539397349905,0.2459618697737781,0.3656715399595606,1
51,76436,1,0.4456738567248234,0.3103893187937137,0.7012584746371378,3
33,135375,5,0.06750005160728823,0.1403210943067168,0.06496189107438632,2
58,140265,4,0.4788435446855591,0.7769656454806623,0.8887337623217414,0
30,140278,1,0.2193027153930006,0.07011202473026712,0.9067835501199738,1
40,148934,1,0.0013081995250968648,0.3764345125462525,0.15684177570250102,2
29,60920,1,0.813151791792045,0.44909678962388344,0.7806071630162171,1
44,141751,3,0.9693828444028596,0.19520621181400089,0.4732454413136672,0
39,127283,2,0.9641326817709155,0.38482161553333694,0.6810201457086293,3
49,32686,1,0.29918519376332375,0.4180882210916229,0.4746874171744049,3
44,63604,2,0.8287736100628432,0.22433039098565566,0.07866164644167817,3
19,30356,1,0.6787769014149175,0.6392557420746283,0.8400411686518892,4
50,147337,3,0.8000763902993364,0.030854005302240917,0.08573764150051877,0
43,61163,1,0.8462380482625269,0.1975646638392099,0.3601520982576849,3
45,47793,5,0.9802787390513322,0.62407497146158,0.9859591676177709,0
36,22491,4,0.1517296376670445,0.627527440950092,0.4266841299938433,2
22,106742,1,0.7697460239843019,0.2652625989178734,0.8202908674426266,1
50,79382,4,0.7341536040820043,0.683049239003955,0.1689237670302598,0
37,99464,4,0.2877358376885174,0.46978881510684833,0.8300652524442768,3
47,59772,3,0.3925875558034485,0.5272466624530473,0.46121423842902654,0
25,97096,4,0.176758047674493,0.33261036327484206,0.5099303404718274,1
55,27011,3,0.913273193085767,0.9842723214881153,0.9686545726983594,3
34,107620,1,0.8793357247992715,0.7373872269828269,0.8861374649758762,1
18,64518,2,0.6140350146014218,0.2484298995173838,0.34777177023636374,1
20,48633,3,0.5116299998847065,0.23656327959021195,0.9494073519873685,1
43,24862,4,0.23288836038344873,0.7741734934903923,0.10312127550095551,2
48,58118,4,0.7896035570299674,0.3880109205294222,0.026185985840283976,0
25,144106,1,0.00820491232039211,0.09151195523738642,0.5326385245470463,4
25,83849,3,0.4627866915720481,0.03559991298457299,0.7698972506182822,1
52,98218,1,0.8605511771263569,0.41395601664594084,0.22094004261760292,0
56,65303,3,0.618485334432753,0.4147080449644791,0.08029475551649534,0
45,31703,2,0.6351228415716288,0.7068567021226201,0.8455083394089292,3
21,143793,5,0.07070742561944421,0.5747716552146234,0.9863168829925527,4
33,127915,1,0.2867047294459052,0.7701201344673763,0.6943161417550608,4
30,35096,4,0.6738622055961819,0.31775223944799824,0.9752642310546985,1
37,80047,1,0.049617301253082724,0.6242514724903185,0.8326763783974687,4
22,99642,3,0.33093575348563453,0.8857027876032956,0.2518522746049421,4
54,85891,1,0.35394456355986936,0.06928705375848354,0.10978150173181889,0
37,138160,2,0.4987183890342435,0.7084513329125977,0.8089224428478153,3
41,28432,3,0.3623752523846637,0.7158830112355383,0.6595984583207658,2
53,35700,4,0.45411753746390315,0.7940302901938885,0.812888802685026,0
51,144790,4,0.5469973464456027,0.269047319783027,0.7183686770296613,0
51,145156,3,0.1283478415365371,0.41652088734032333,0.5051580516284917,0
36,76862,2,0.18047541467399708,0.2397083453457749,0.9408247351727178,1
34,45196,1,0.8325109943556779,0.3085818901226971,0.7535596125986979,1
22,117186,5,0.4597679424697976,0.9685084924838729,0.008523970970089056,2
42,66618,4,0.35515207384644354,0.4456540076350344,0.7042595883173723,3
35,102774,2,0.4338815141816792,0.8485524473405119,0.5441414617397908,2
25,130239,2,0.174818552811996,0.7948798539834896,0.13829896484607207,4
44,149552,2,0.23984725475259894,0.4445260301772762,0.4351269483020299,3
32,79658,1,0.5155235425665344,0.9921791308323943,0.524168533334859,2
30,113312,2,0.35892649630146445,0.8407805189478531,0.4684544309068641,2
33,141051,2,0.47545610300521124,0.4826950598935923,0.43437826133257607,3
39,148081,3,0.14970467282153932,0.30970568111389263,0.6311833604449414,3
37,26704,3,0.1564683323230318,0.07529455133044427,0.658599460262549,1
30,105544,2,0.38394301963262945,0.46479990505418334,0.6975264305545558,1
37,35379,2,0.37885763269539674,0.3600099034288312,0.7614375996120903,1
19,74598,3,0.8833323435247868,0.7113768832415304,0.8331494436150517,1
52,62020,1,0.03345138073881737,0.019678364273467364,0.5741673654710939,3
36,28573,3,0.9928554416525434,0.8314476676241914,0.07292876660637704,3
54,42415,3,0.9565230592265019,0.4166281377914197,0.36476130270538054,0
23,108102,3,0.5422509506579966,0.4697325820333068,0.0037911486724301335,1
31,86668,3,0.7187577619550273,0.18279017790857932,0.5952072889799283,3
21,71628,5,0.9352546574817452,0.9374821017747061,0.9750556822147111,2
39,72287,4,0.25119390585358714,0.3983871985863573,0.8270849327803927,3
56,133838,1,0.3156306080641085,0.8427247976696562,0.48623370738632044,0
53,129334,1,0.11092468339811579,0.2374534573282553,0.7081946070580888,3
51,120383,2,0.5638461173250545,0.0966569964908447,0.7418781440478077,3
44,20944,5,0.15944837567052272,0.6357609698792841,0.5948364152344106,3
24,25840,2,0.9308706163973545,0.9844164898994294,0.885583248570047,4
20,73114,1,0.43156684710594906,0.6469415695563703,0.32184072115525886,4
50,59442,1,0.9196867262006758,0.6087131233382541,0.6733833005526967,0
19,147081,2,0.205099901634074,0.44223071802466574,0.0646483036558183,4
59,63489,4,0.6940364744863313,0.2838012948767852,0.13824973285951558,0
33,65261,2,0.6475920780536306,0.430833257591122,0.9384574490324129,1
42,64278,4,0.39967568045082846,0.1489569452134798,0.5430733406966682,3
32,53602,4,0.8983431271059261,0.26190676535659274,0.7543832948023824,3
41,40134,3,0.4348020509222563,0.4873854202791492,0.8692875528953647,3
32,89720,1,0.19843053046451742,0.14479555968587265,0.9341358641172477,1
48,113499,3,0.976985381146296,0.7915318194336264,0.08975208243448529,0
